Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
I,3215,185.5425833333333076,26.0503888888888853,3, ,c
N,3215,157.1701249999999782,79.8127777777777667,7,*,c
N,3216,155.4219166666666451,23.9227777777777745,5, ,c
I,3216,185.5491666666666409,25.2858333333333298,1, ,d
I,3217,185.5544999999999742,26.3879722222222186,2,*,c
I,3217,185.5562499999999742,26.3855833333333297,2,*,c
N,3217,155.8859583333333117,10.9594999999999985,4, ,c
I,3217,185.5554166666666409,26.3866666666666630,2,*,d
I,3218,185.5829583333333076,6.9347777777777768,1,*,c
I,3218,185.5809999999999742,6.9274444444444435,5,*,c
N,3218,155.4534583333333117,74.1766111111111008,6,*,c
I,3218,185.5820833333333076,6.9311111111111101,1,*,d
N,3219,155.6559291666666450,38.5791777777777724,3, ,b
N,3219,155.6720833333333117,38.5784166666666613,1, ,c
I,3219,185.5624999999999742,25.9502777777777742,1, ,d
N,3220,155.9369166666666450,57.0264166666666587,5,*,c
I,3220,185.5895833333333076,10.6005555555555541,2, ,d
N,3221,155.5843749999999784,21.5683888888888859,6, ,c
I,3221,185.5837499999999742,25.2824999999999965,1, ,d
I,3222,185.5810833333333076,28.8308611111111071,3, ,c
N,3222,155.6437499999999784,19.8868888888888861,6, ,c
I,3223,185.6243333333333076,9.4814999999999987,2,*,c
I,3223,185.6216249999999742,9.4908888888888876,1,*,c
N,3223,155.3951249999999784,-34.2666388888888841,3,*,c
I,3223,185.6274999999999742,9.4872222222222209,1,*,d
I,3224,185.6483333333333075,12.1580555555555539,2, ,d
N,3224,155.4216666666666451,-34.6961111111111063,2, ,d
N,3225,156.2922499999999783,58.1498333333333253,4, ,c
I,3225,185.6628749999999742,6.6768333333333324,9, ,c
N,3226,155.8626208333333117,19.8984305555555528,7, ,b
I,3226,185.6417916666666409,26.0628055555555519,1,*,c
I,3226,185.6455833333333075,26.0672777777777742,1,*,c
N,3227,155.8775833333333117,19.8649805555555528,16, ,b
I,3227,185.6485874999999742,24.0851388888888855,1, ,b
I,3228,185.6641666666666409,24.3291666666666633,1, ,d
N,3228,155.3416666666666451,-51.7283333333333261,2, ,e
I,3229,185.7201666666666409,6.6794722222222213,6,*,c
N,3229,155.8518749999999784,0.06516666666666665762,1,*,c
N,3230,155.9331666666666450,12.5673611111111094,5, ,c
I,3230,185.6645833333333075,27.7466666666666628,1, ,d
N,3231,156.7454166666666449,66.8116666666666574,2,*,d
I,3231,185.6816666666666409,24.8197222222222188,1, ,d
N,3232,156.1013749999999783,28.0288611111111072,3, ,c
N,3232,156.1013749999999783,28.0275555555555517,3, ,c
N,3232,156.1009583333333117,28.0261111111111072,3, ,c
I,3232,185.6991666666666409,24.4244444444444411,1, ,d
N,3233,155.4891666666666451,-22.2677777777777747,2, ,d
I,3233,185.7287499999999742,12.5663888888888871,2, ,d
N,3234,156.2473749999999783,28.0236666666666628,4,*,c
I,3234,185.7170833333333075,28.1119444444444405,1, ,d
N,3235,156.2473749999999783,28.0236666666666628,4,*,c
I,3235,185.7408333333333075,13.5447222222222203,2, ,d
N,3236,156.7019333333333116,61.2729416666666582,4, ,b
I,3236,185.7499999999999742,10.1013888888888875,2, ,d
N,3237,156.4311666666666449,39.6464166666666612,5, ,c
I,3237,185.7416666666666409,28.4930555555555516,1, ,d
N,3238,156.6794583333333116,57.2262222222222143,5, ,c
I,3238,185.7762499999999742,14.4580555555555535,4, ,d
N,3239,156.2831208333333116,17.1539166666666643,1, ,b
N,3239,156.2744583333333116,17.1600277777777754,7, ,c
I,3239,185.7896666666666409,11.7261666666666650,4, ,c
N,3240,156.1283333333333116,-21.7913888888888859,3, ,d
I,3240,185.7799999999999742,10.3619444444444430,2, ,d
I,3241,185.7852041666666409,26.9051888888888852,1, ,b
N,3241,156.0712499999999783,-32.4827777777777733,3, ,d
N,3242,156.1923833333333116,-18.6427111111111085,7, ,b
I,3242,185.7933333333333075,26.2486111111111075,1, ,d
N,3243,156.5895416666666449,-2.6226111111111107,8, ,c
I,3243,185.7966666666666409,27.7649999999999961,2, ,d
N,3244,156.3708333333333116,-39.8280555555555500,2, ,d
I,3244,185.8012499999999742,14.3880555555555536,4, ,d
N,3245,156.8263749999999782,28.5076111111111072,6, ,c
N,3245,156.7548333333333116,28.6396944444444405,4, ,c
I,3245,185.8208333333333075,9.1299999999999987,1,*,e
N,3246,156.6739999999999782,3.8615277777777772,5, ,c
I,3246,185.8214583333333075,13.0520277777777760,1,*,c
I,3247,185.8084583333333075,28.8928888888888849,3, ,c
N,3247,156.0041666666666450,-57.7594444444444364,2,*,d
N,3247,156.0749999999999783,-57.7566666666666586,1,*,e
N,3247,156.0541666666666450,-57.7633333333333253,1,*,e
N,3248,156.9393749999999782,22.8472777777777746,4, ,c
I,3248,185.8199999999999742,25.5508333333333298,1, ,d
I,3249,185.8245833333333075,25.4436111111111076,1, ,d
N,3249,156.5916666666666449,-34.9636111111111063,2, ,d
N,3250,156.6345833333333116,-39.9438888888888833,3, ,d
N,3250,156.9266666666666449,-40.0024999999999944,3, ,d
N,3250,156.9912499999999782,-39.8152777777777722,3, ,d
N,3250,156.9349999999999782,-40.4355555555555499,2, ,d
N,3250,156.9733333333333115,-40.0811111111111055,2, ,d
N,3250,157.2533333333333115,-40.0827777777777722,2, ,d
I,3250,185.8241666666666409,25.6277777777777742,1, ,d
N,3251,157.3197916666666448,26.0989999999999964,5,*,c
I,3251,185.8291666666666409,25.6522222222222187,1, ,d
N,3252,158.5941249999999780,73.7635833333333231,5,*,c
I,3252,185.8556666666666409,28.6174999999999960,1, ,c
I,3252,185.8519166666666409,28.6189999999999960,1, ,c
I,3252,185.8579166666666409,28.6180555555555516,1, ,d
N,3253,157.1140833333333115,12.7036944444444427,3, ,c
I,3253,185.9379166666666408,-34.6219444444444396,2, ,d
I,3254,185.8739999999999742,19.4268055555555529,6,*,c
I,3254,185.8846249999999742,19.4527222222222195,1,*,c
N,3254,157.3331666666666448,29.4916111111111070,6, ,c
I,3255,185.8949583333333075,9.6486111111111098,3, ,c
N,3255,156.6291666666666449,-60.6766666666666582,2, ,e
I,3256,185.9128749999999742,7.0538333333333324,6,*,c
N,3256,157.2737499999999782,-43.8513888888888828,3, ,d
N,3256,157.2549999999999782,-44.4033333333333272,2, ,d
N,3256,156.4645833333333116,-43.7483333333333273,2, ,d
N,3256,156.9641666666666449,-43.9055555555555495,2, ,d
N,3257,157.1958333333333115,-35.6580555555555506,2, ,d
I,3257,185.9362499999999742,7.2536111111111101,1,*,d
I,3258,185.9349583333333075,12.4782222222222205,9, ,c
N,3258,157.6049999999999781,-35.5636666666666617,2, ,c
N,3258,157.8520833333333114,-35.2205555555555507,2, ,d
N,3258,157.0795833333333115,-35.4544444444444395,2, ,d
N,3258,158.1041666666666447,-34.9988888888888840,2, ,d
N,3258,157.9820833333333114,-35.4097222222222173,2, ,d
N,3258,157.2229166666666448,-35.6058333333333284,3, ,d
N,3259,158.1450833333333114,65.0409166666666576,4, ,c
I,3259,185.9528749999999742,7.1866388888888879,8,*,c
I,3260,185.9731249999999742,7.1067777777777768,5,*,c
N,3260,157.2754166666666448,-35.5955555555555506,3, ,d
I,3261,185.9773333333333075,11.4908611111111095,3,*,c
I,3261,185.9686666666666408,11.4808611111111095,2,*,c
N,3261,157.2562499999999782,-44.6572222222222160,3,*,d
N,3262,157.2757916666666448,-44.1604444444444383,4, ,c
I,3262,185.9507916666666408,27.3939444444444406,5, ,c
I,3263,185.9608749999999742,28.1990555555555516,4, ,c
N,3263,157.3058749999999782,-44.1228888888888828,2, ,c
N,3264,158.0828333333333114,56.0837222222222144,4, ,c
I,3264,185.9662499999999742,25.5561111111111076,1, ,d
I,3265,185.9953749999999742,7.8036666666666656,1,*,c
N,3265,157.7784166666666448,28.7966388888888849,6, ,c
I,3266,186.0006666666666408,7.7846666666666656,8,*,c
N,3266,158.3224166666666447,64.7494444444444355,5, ,c
I,3267,186.0233749999999742,7.0411111111111101,7,*,c
N,3267,157.4517499999999781,-35.3224999999999951,4,*,c
N,3268,157.5019166666666448,-35.3255277777777729,3,*,c
I,3268,186.0312499999999742,6.6071666666666657,7, ,c
N,3269,157.4885833333333115,-35.2242777777777729,4,*,c
I,3269,186.0174999999999742,27.4336111111111073,2, ,d
N,3270,157.8751666666666447,24.8690833333333299,4, ,c
I,3270,186.0241666666666408,27.5766666666666628,1, ,d
I,3271,186.0579999999999742,7.9528888888888878,6, ,c
N,3271,157.6103749999999781,-35.3595555555555506,3,*,c
I,3272,186.0383333333333075,23.2916111111111079,1,*,c
I,3272,186.0386249999999742,23.2846666666666634,2,*,c
N,3272,157.9506249999999781,28.4687777777777738,1,*,c
I,3273,186.0615416666666408,8.5366111111111099,4, ,c
N,3273,157.6216666666666448,-35.6105555555555506,3, ,d
I,3274,186.0611499999999742,9.2665416666666654,2, ,b
N,3274,158.0709166666666447,27.6688333333333295,6, ,c
N,3275,157.5179999999999781,-36.6939722222222171,2, ,c
I,3275,186.0812083333333075,10.4462777777777763,2, ,c
N,3275,157.7154166666666448,-36.7372222222222171,2, ,d
I,3276,186.0583333333333075,25.8174999999999964,1, ,d
N,3276,157.7887499999999781,-39.9452777777777722,2, ,d
N,3277,158.2307083333333114,28.5115277777777738,6,*,c
I,3277,186.0649999999999742,25.5627777777777742,1, ,d
I,3278,186.0624999999999742,27.4213888888888851,1, ,d
I,3278,186.0599999999999742,27.4222222222222184,1, ,d
I,3278,186.0629166666666408,27.4222222222222184,1, ,d
I,3278,186.0637499999999742,27.4174999999999962,2, ,d
N,3278,157.8979166666666447,-39.9558333333333278,2, ,d
N,3279,158.6781249999999780,11.1966944444444429,3, ,c
I,3279,186.0944166666666408,12.8528055555555538,1,*,c
I,3279,186.1005416666666408,12.8523055555555538,1,*,c
I,3279,186.0979166666666408,12.8522222222222204,2,*,d
N,3280,158.1936416666666447,-12.6347333333333316,2, ,b
N,3280,158.1900374999999780,-12.6374277777777760,2, ,b
N,3280,158.1828833333333114,-12.6374749999999982,2, ,b
I,3280,186.1104166666666408,13.2327777777777759,2, ,d
N,3281,157.9672208333333114,-34.8542833333333285,3, ,b
N,3281,157.9929583333333114,-35.1985277777777729,2, ,c
N,3281,157.9669166666666447,-35.2052777777777729,3, ,c
N,3281,157.9554999999999781,-35.2058055555555507,1, ,c
I,3281,186.1008333333333075,7.8447222222222211,1,*,d
N,3281,158.2470833333333114,-34.8863888888888840,2, ,d
N,3281,158.5787499999999780,-34.4033333333333286,2, ,d
I,3281,186.1162499999999742,7.8188888888888878,1,*,d
I,3282,186.1166666666666408,25.6697222222222187,1, ,d
N,3282,158.0920833333333114,-22.3016666666666636,2, ,d
N,3283,157.7972499999999781,-46.2509722222222158,2,*,c
I,3283,186.1170833333333075,27.2108333333333296,1, ,d
N,3284,159.0883749999999779,58.6199166666666585,4,*,c
I,3284,186.1562499999999741,10.8380555555555541,3, ,d
N,3285,158.6533333333333113,-27.6533333333333295,3, ,d
N,3285,158.3991666666666447,-27.4544444444444406,3, ,d
I,3285,186.1408333333333075,24.8597222222222188,1, ,d
N,3285,158.2033333333333114,-27.5224999999999962,3, ,d
N,3286,159.0883749999999779,58.6199166666666585,4,*,c
I,3286,186.1437499999999741,23.7469444444444411,1, ,d
N,3287,158.6971666666666446,21.6487499999999970,4, ,c
I,3287,186.1541666666666408,24.5936111111111077,1, ,d
N,3288,159.1078333333333112,58.5563611111111030,5,*,c
I,3288,186.1637499999999741,24.9483333333333299,1, ,d
N,3289,158.5304166666666446,-35.3233333333333284,2, ,d
I,3289,186.2383333333333075,-26.0302777777777742,2, ,d
N,3290,158.8224999999999779,-17.2763888888888865,3, ,d
I,3290,186.2883333333333075,-39.7755555555555500,2, ,d
I,3291,186.2017249999999741,12.0184777777777761,1, ,b
N,3291,159.0262499999999779,37.2745833333333282,1,*,c
I,3292,186.2015124999999741,18.1950305555555530,2, ,b
N,3292,158.8934999999999779,-6.1791388888888880,1, ,c
I,3293,186.2226666666666408,17.4321944444444420,2, ,c
N,3293,158.9624999999999779,-58.2299999999999919,2, ,e
N,3294,159.0676666666666446,37.3245555555555504,7,*,c
I,3294,186.2066666666666408,25.5955555555555520,1, ,d
N,3295,158.1900374999999780,-12.6374277777777760,2, ,b
N,3295,158.1828833333333114,-12.6374749999999982,2, ,b
N,3295,158.1936416666666447,-12.6347333333333316,2, ,b
I,3295,186.2041666666666408,28.7077777777777738,1,*,d
N,3296,158.1894499999999780,-12.7175249999999982,2, ,b
I,3296,186.2410791666666408,24.3822472222222188,2, ,b
N,3297,158.2997416666666447,-12.6720555555555538,2, ,b
I,3297,186.2416666666666408,26.7714444444444407,1,*,c
I,3297,186.2624999999999741,26.7641666666666629,1,*,d
I,3298,186.2657083333333075,17.0150277777777754,4, ,c
N,3298,159.3012499999999779,50.1200277777777708,3, ,c
I,3299,186.2631791666666408,27.3743722222222184,1, ,b
N,3299,159.0994999999999779,12.7068611111111093,5, ,c
I,3300,186.2701249999999741,25.9571388888888853,4, ,c
N,3300,159.1602083333333112,14.1708888888888869,6, ,c
I,3301,186.3229583333333075,14.1719166666666647,3,*,c
N,3301,159.2329166666666446,21.8818611111111081,6,*,c
I,3302,186.2929166666666408,25.8777777777777742,1, ,d
N,3302,158.9474999999999779,-32.3586111111111066,3, ,d
N,3303,159.2472499999999779,18.1378888888888864,1, ,c
I,3303,186.3131249999999741,12.7143888888888871,6, ,c
N,3303,159.2499999999999779,18.1359444444444419,4, ,c
N,3303,159.2483333333333112,18.1366666666666641,1, ,d
N,3304,159.4080749999999779,37.4558333333333281,6, ,b
I,3304,186.2987499999999741,25.4227777777777742,1, ,d
I,3305,186.3103333333333075,11.8492499999999984,4, ,c
N,3305,159.0491666666666446,-27.1619444444444407,2, ,d
N,3306,159.2928749999999779,12.6523888888888871,5, ,c
I,3306,186.3016666666666408,27.4019444444444406,1, ,d
I,3307,186.3229583333333075,14.1719166666666647,3, ,c
N,3307,159.0716666666666446,-27.5294444444444406,3, ,d
I,3308,186.3252499999999741,26.7149722222222185,5, ,c
N,3308,159.0929166666666446,-27.4377777777777740,4,*,d
I,3309,186.3340416666666408,28.3808055555555516,4, ,c
N,3309,159.1487499999999779,-27.5180555555555517,3,*,d
N,3310,159.6910833333333112,53.5026666666666592,5, ,c
I,3310,186.4804166666666408,15.6805277777777756,1,*,c
I,3311,186.3879583333333074,12.2599166666666650,8, ,c
N,3311,159.1787499999999779,-27.5280555555555517,4,*,d
N,3312,159.2599999999999779,-27.5652777777777739,3, ,d
I,3312,186.3741666666666408,23.5805555555555523,1, ,d
I,3313,186.4045833333333074,15.8319444444444422,2, ,d
N,3313,159.3562499999999779,-25.3186111111111076,2, ,d
I,3314,186.3811249999999741,23.5909833333333301,1, ,b
N,3314,159.3040416666666445,-27.6848333333333295,1,*,c
N,3314,159.3037083333333112,-27.6841666666666628,1,*,c
N,3314,159.3037499999999779,-27.6841666666666628,6,*,d
I,3315,186.4116666666666408,12.3136111111111094,2, ,d
N,3315,159.3304166666666445,-27.1916666666666629,4,*,d
N,3316,159.4049999999999779,-27.5938888888888851,4, ,d
I,3316,186.4004166666666408,26.1619444444444408,2, ,d
N,3316,159.4083333333333112,-27.5999999999999962,1, ,d
N,3317,159.4304166666666445,-27.5197222222222184,2, ,d
I,3317,186.4116666666666408,25.3424999999999965,1, ,d
N,3318,159.3894999999999779,-41.4659999999999942,2, ,c
I,3318,186.4575416666666408,9.7629999999999986,2,*,c
N,3318,158.8816666666666446,-41.7405555555555498,2, ,d
N,3318,159.3137499999999779,-41.6277777777777720,2, ,d
N,3319,159.7899583333333111,41.6872222222222164,11, ,c
I,3319,186.4620833333333074,10.3908333333333319,1,*,d
N,3320,159.9022916666666445,47.3970833333333268,6, ,c
I,3320,186.4608333333333074,10.4590833333333319,8,*,c
N,3321,159.7108333333333112,-11.6488888888888873,3, ,d
I,3321,186.4416666666666408,26.0811111111111075,2, ,d
I,3322,186.4756666666666408,7.5543333333333323,6, ,c
I,3322,186.4282083333333074,7.2160833333333323,7, ,c
N,3322,159.7108333333333112,-11.6488888888888873,3, ,d
I,3323,186.4496666666666408,27.5429444444444406,1,*,c
N,3323,159.9128333333333111,25.3222222222222187,4, ,c
I,3324,186.4537499999999741,26.7391944444444407,1, ,c
I,3324,186.4547499999999741,26.7402499999999963,1, ,c
I,3324,186.4544999999999741,26.7395277777777741,2, ,c
N,3324,159.3304166666666445,-58.6341666666666585,3,*,d
N,3325,159.8352249999999778,-0.20052222222222219437,4, ,b
I,3325,186.4641666666666408,23.8949999999999967,1, ,d
N,3326,159.8824999999999778,5.1077499999999993,6, ,c
I,3326,186.4695833333333074,23.7674999999999967,1, ,d
N,3327,159.9910833333333111,24.0913333333333300,4, ,c
I,3327,186.5115416666666408,14.8802499999999979,5, ,c
N,3328,159.9759166666666444,9.3001944444444432,1,*,c
I,3328,186.4912499999999741,10.0533333333333319,2, ,d
N,3328,159.9170833333333111,9.2147222222222209,2,*,d
N,3329,161.1654166666666443,76.8094166666666560,6,*,c
I,3329,186.4827499999999741,27.5644722222222184,2,*,c
I,3330,186.4847916666666408,30.8431944444444402,5, ,c
N,3330,159.6916666666666445,-54.1233333333333258,2, ,e
I,3331,186.5222083333333074,11.8119999999999984,5, ,c
N,3331,160.0366666666666444,-23.8208333333333300,2, ,d
N,3332,160.1184166666666444,9.1824999999999987,5,*,c
I,3332,186.5212499999999741,25.2786111111111076,1, ,d
I,3333,186.5369166666666408,13.1324999999999982,2,*,c
N,3333,159.9574999999999778,-36.0361111111111061,2, ,d
N,3334,160.3800416666666444,37.3123888888888837,5, ,c
I,3334,186.5395833333333074,28.4649999999999960,1, ,d
N,3335,159.8923749999999778,-23.9226111111111078,4,*,c
I,3335,186.5795833333333074,26.1286111111111075,1,*,d
I,3336,186.5829166666666408,26.8380555555555518,3, ,d
N,3336,160.0695833333333111,-27.7769444444444406,2, ,d
N,3337,160.4483124999999777,4.9884416666666660,3, ,b
I,3337,186.5887499999999741,25.3099999999999965,1, ,d
N,3338,160.5319999999999777,13.7469722222222203,6, ,c
I,3338,186.5920833333333074,25.8849999999999964,1, ,d
I,3339,186.6240833333333074,8.8716944444444432,8,*,c
N,3339,160.5419583333333110,-0.36899999999999994875,1,*,c
N,3340,160.5748749999999777,-0.37697222222222216986,6,*,c
I,3340,186.6359166666666407,16.8443055555555532,2, ,c
N,3341,160.6313749999999777,5.0435833333333326,5, ,c
I,3341,186.5966666666666408,27.7452777777777739,2, ,d
N,3342,160.1184166666666444,9.1824999999999987,5,*,c
I,3342,186.6133333333333074,27.1386111111111073,1, ,d
I,3343,186.6466666666666407,8.8843888888888877,1,*,c
I,3343,186.6420833333333074,8.8724166666666654,1,*,c
I,3343,186.6462499999999741,8.8742777777777765,1,*,c
N,3343,161.5428333333333109,73.3528888888888787,4, ,c
I,3344,186.6349999999999741,13.5787361111111092,3, ,b
N,3344,160.8791666666666443,24.9222777777777743,9, ,c
I,3345,186.6387499999999741,24.3680555555555522,1, ,d
N,3345,160.8833333333333110,11.9849999999999983,2,*,d
N,3346,160.9117916666666443,14.8718611111111090,5, ,c
I,3346,186.6841666666666407,11.3797222222222206,2, ,d
N,3347,160.6938333333333110,-36.3536666666666616,3, ,c
N,3347,160.4999999999999777,-36.9358333333333282,2, ,d
N,3347,160.2245833333333111,-36.2886111111111061,2, ,d
N,3347,160.0862499999999778,-36.4127777777777727,2, ,d
I,3347,186.6845833333333074,10.9186111111111096,2, ,d
N,3348,161.7923749999999775,72.8396666666666566,6, ,c
I,3348,186.6583333333333074,25.6233333333333298,1, ,d
N,3349,160.9609166666666443,6.7628888888888879,4, ,c
N,3349,160.9694166666666443,6.7571111111111102,2, ,c
I,3349,186.6962499999999741,12.4530555555555538,5, ,d
N,3350,161.0957916666666443,30.7248972222222180,3, ,b
I,3350,186.6936249999999741,9.4423611111111098,2,*,c
I,3351,186.6705416666666407,27.6060833333333295,1,*,c
N,3351,160.9905833333333110,11.7035555555555539,8,*,c
N,3352,161.0619166666666443,22.3708333333333302,3, ,c
I,3352,186.6962499999999741,8.8852777777777765,1,*,d
I,3352,186.6737499999999741,8.7416666666666655,1,*,d
I,3352,186.6991666666666407,8.7574999999999988,1,*,d
I,3353,186.6873749999999741,27.9118888888888850,2,*,c
N,3353,161.3432083333333109,55.9599999999999922,7, ,c
N,3354,160.7611249999999777,-36.3633888888888838,3, ,c
I,3354,186.7144999999999741,12.0966666666666650,2,*,c
I,3355,186.7125833333333074,13.1761666666666648,6, ,c
N,3355,160.6579583333333110,-23.9355833333333300,3,*,c
I,3355,186.7137499999999741,13.1727777777777759,2, ,d
N,3355,160.8874999999999777,-23.1999999999999968,1,*,e
